1,1,bubble,2018-03-19T19:58:51.974Z,98.33071968,1030,0,Toolbar Item,1
1,2,bubble,2018-03-19T19:58:53.567Z,414.2259372,1000,0,List Item,1
1,3,bubble,2018-03-19T19:58:55.643Z,542.7785883,1107,0,Toolbar Item,1
1,4,bubble,2018-03-19T19:58:57.766Z,346.8145483,1187,0,Grid Item,1
1,5,bubble,2018-03-19T19:59:00.831Z,493.3544764,1633,0,List Item,1
1,6,bubble,2018-03-19T19:59:02.930Z,74.48501609,907,0,Toolbar Item,1
1,7,bubble,2018-03-19T19:59:04.508Z,401.9444238,1038,0,Grid Item,1
1,8,bubble,2018-03-19T19:59:07.029Z,417.5795158,1488,0,List Item,1
1,9,bubble,2018-03-19T19:59:08.854Z,543.2553741,1155,0,List Item,1
1,10,bubble,2018-03-19T19:59:10.843Z,562.4619487,1270,0,Grid Item,1
1,11,bubble,2018-03-19T19:59:12.857Z,467.4440547,1079,0,Grid Item,1
1,12,bubble,2018-03-19T19:59:14.700Z,331.3787345,1061,0,Toolbar Item,1
1,13,bubble,2018-03-19T19:59:16.768Z,372.9662047,1185,0,List Item,1
1,14,bubble,2018-03-19T19:59:18.299Z,323.9704503,922,0,List Item,1
1,15,bubble,2018-03-19T19:59:19.801Z,358.2070189,929,0,Grid Item,1
1,16,bubble,2018-03-19T19:59:21.814Z,360.9614304,1232,0,Grid Item,1
1,17,bubble,2018-03-19T19:59:24.069Z,428.2468685,1311,0,Grid Item,1
1,18,bubble,2018-03-19T19:59:26.051Z,282.8914647,877,0,Grid Item,1
1,19,bubble,2018-03-19T19:59:27.678Z,377.8063192,952,0,List Item,1
1,20,bubble,2018-03-19T19:59:29.304Z,335.5220784,1029,0,List Item,1
1,21,bubble,2018-03-19T19:59:31.006Z,397.5980261,999,0,Toolbar Item,1
1,22,bubble,2018-03-19T19:59:32.819Z,441.515574,1279,0,List Item,1
1,23,bubble,2018-03-19T19:59:35.055Z,545.3236896,1431,0,List Item,1
1,24,bubble,2018-03-19T19:59:36.906Z,336.3338599,855,0,List Item,1
1,25,bubble,2018-03-19T19:59:38.269Z,325.5452391,906,0,List Item,1
1,26,bubble,2018-03-19T19:59:39.795Z,309.8501298,928,0,List Item,1
1,27,bubble,2018-03-19T19:59:41.092Z,322.33161,825,0,Grid Item,1
1,28,bubble,2018-03-19T19:59:42.853Z,397.8849643,828,0,Grid Item,1
1,29,bubble,2018-03-19T19:59:44.610Z,335.6000076,1044,0,List Item,1
1,30,bubble,2018-03-19T19:59:46.106Z,258.107476,1007,0,Toolbar Item,1
1,31,bubble,2018-03-19T19:59:48.443Z,399.1087285,1286,0,List Item,1
1,32,bubble,2018-03-19T19:59:50.318Z,628.6763349,1169,0,Toolbar Item,1
1,33,bubble,2018-03-19T19:59:52.183Z,334.0564363,935,0,List Item,1
1,34,bubble,2018-03-19T19:59:53.984Z,239.6955961,1200,0,Toolbar Item,1
1,35,bubble,2018-03-19T19:59:55.473Z,293.6608705,944,0,Toolbar Item,1
1,36,bubble,2018-03-19T19:59:57.400Z,590.8793307,921,0,Grid Item,1
1,37,bubble,2018-03-19T19:59:59.595Z,425.5828527,1405,0,List Item,1
1,38,bubble,2018-03-19T20:00:01.457Z,352.1865134,1159,0,List Item,1
1,39,bubble,2018-03-19T20:00:03.232Z,380.659004,1301,0,List Item,1
1,40,bubble,2018-03-19T20:00:04.928Z,555.4505279,1116,0,List Item,1
1,41,bubble,2018-03-19T20:00:07.079Z,367.1388564,1108,0,List Item,1
1,42,bubble,2018-03-19T20:00:08.449Z,342.3956269,883,0,List Item,1
