6,1,bubble,2018-04-04T20:28:38.941Z,696.8947602361334,1200,0,Grid Item
6,2,bubble,2018-04-04T20:28:43.017Z,114.74436822946288,1186,0,Toolbar Item
6,3,bubble,2018-04-04T20:28:45.921Z,227.8677128739565,1418,0,Grid Item
6,4,bubble,2018-04-04T20:28:47.872Z,227.0056878227225,860,0,Grid Item
6,5,bubble,2018-04-04T20:28:49.345Z,88.53704036144707,743,0,Toolbar Item
6,6,bubble,2018-04-04T20:28:51.189Z,450.6878708722804,1170,0,List Item
6,7,bubble,2018-04-04T20:28:52.864Z,408.90633993863963,869,0,Grid Item
6,8,bubble,2018-04-04T20:28:54.902Z,520.9408981037216,1209,0,List Item
6,9,bubble,2018-04-04T20:28:57.311Z,488.52917774981745,1265,0,Toolbar Item
6,10,bubble,2018-04-04T20:29:00.805Z,380.5994867676429,937,0,Grid Item
6,11,bubble,2018-04-04T20:29:02.493Z,190.766925480475,882,0,Grid Item
6,12,bubble,2018-04-04T20:29:04.105Z,451.15327984147075,992,0,List Item
6,13,bubble,2018-04-04T20:29:05.816Z,146.4176646204711,1061,0,Toolbar Item
6,14,bubble,2018-04-04T20:29:07.359Z,423.5422294012192,938,0,Toolbar Item
6,15,bubble,2018-04-04T20:29:10.626Z,442.2052204647984,2532,2,List Item
6,16,bubble,2018-04-04T20:29:12.139Z,192.99907924714122,782,0,Grid Item
6,17,bubble,2018-04-04T20:29:15.857Z,385.99945877444907,922,0,List Item
6,18,bubble,2018-04-04T20:29:17.585Z,332.7405253921658,1039,0,List Item
6,19,bubble,2018-04-04T20:29:19.607Z,550.6707448204827,1278,0,List Item
6,20,bubble,2018-04-04T20:29:21.389Z,345.1848155116858,930,0,Grid Item
6,21,bubble,2018-04-04T20:29:23.030Z,176.04238140156434,969,0,Toolbar Item
6,22,bubble,2018-04-04T20:29:24.511Z,146.2819454088084,852,0,Toolbar Item
6,23,bubble,2018-04-04T20:29:27.121Z,508.6062762979298,1216,0,List Item
6,24,bubble,2018-04-04T20:29:29.057Z,443.68631321955877,1279,0,List Item
6,25,bubble,2018-04-04T20:29:30.583Z,469.0399710675186,914,0,List Item
6,26,bubble,2018-04-04T20:29:32.405Z,411.804543554063,900,0,List Item
6,27,bubble,2018-04-04T20:29:34.014Z,350.0982103021733,1005,0,Grid Item
6,28,bubble,2018-04-04T20:29:35.519Z,385.89602838853824,768,0,List Item
6,29,bubble,2018-04-04T20:29:36.889Z,377.0148798662969,736,0,List Item
6,30,bubble,2018-04-04T20:29:38.656Z,419.23429587091863,1201,0,Grid Item
6,31,bubble,2018-04-04T20:29:40.454Z,141.8514893998516,876,0,Toolbar Item
6,32,bubble,2018-04-04T20:29:41.901Z,126.8357502396414,937,0,Toolbar Item
6,33,bubble,2018-04-04T20:29:47.543Z,516.6607155976777,969,0,Toolbar Item
6,34,bubble,2018-04-04T20:29:49.564Z,417.4378928557876,992,0,List Item
6,35,bubble,2018-04-04T20:29:51.229Z,408.7103895562521,999,0,Toolbar Item
6,36,bubble,2018-04-04T20:29:52.709Z,408.94586415373493,875,0,Grid Item
6,37,bubble,2018-04-04T20:29:55.210Z,347.9948561247947,1719,1,List Item
6,38,bubble,2018-04-04T20:29:56.784Z,311.6390861419454,823,0,Toolbar Item
6,39,bubble,2018-04-04T20:29:58.742Z,438.52185789441506,1115,0,Grid Item
6,40,bubble,2018-04-04T20:30:00.532Z,423.93962699951567,1038,0,Grid Item
6,41,bubble,2018-04-04T20:30:02.313Z,425.57852618866383,1124,0,List Item
6,42,bubble,2018-04-04T20:30:04.210Z,490.63001008784755,1130,0,List Item
6,43,bubble,2018-04-04T20:30:06.038Z,448.8211441874144,922,0,List Item
6,44,bubble,2018-04-04T20:30:07.890Z,353.9944136413971,946,0,List Item
